"都道府県コード"	"都道府県名"	"Origin"	"Key"	"Destination"	"SearchURL"	"Original"
"11"	"埼玉県"	"上熊谷駅"	"11-上熊谷駅"	"表参道駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=上熊谷駅+&tlatlon=&togid=&to=表参道駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=表参道駅"	"上熊谷駅"
"11"	"埼玉県"	"上熊谷駅"	"11-上熊谷駅"	"渋谷駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=上熊谷駅+&tlatlon=&togid=&to=渋谷駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=渋谷駅"	"上熊谷駅"
"11"	"埼玉県"	"上福岡駅"	"11-上福岡駅"	"表参道駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=上福岡駅+&tlatlon=&togid=&to=表参道駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=表参道駅"	"上福岡駅"
"11"	"埼玉県"	"上福岡駅"	"11-上福岡駅"	"渋谷駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=上福岡駅+&tlatlon=&togid=&to=渋谷駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=渋谷駅"	"上福岡駅"
"11"	"埼玉県"	"下山口駅"	"11-下山口駅"	"表参道駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=下山口駅+&tlatlon=&togid=&to=表参道駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=表参道駅"	"下山口駅"
"11"	"埼玉県"	"下山口駅"	"11-下山口駅"	"渋谷駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=下山口駅+&tlatlon=&togid=&to=渋谷駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=渋谷駅"	"下山口駅"
"11"	"埼玉県"	"与野本町駅"	"11-与野本町駅"	"表参道駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=与野本町駅+&tlatlon=&togid=&to=表参道駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=表参道駅"	"与野本町駅"
"11"	"埼玉県"	"与野本町駅"	"11-与野本町駅"	"渋谷駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=与野本町駅+&tlatlon=&togid=&to=渋谷駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=渋谷駅"	"与野本町駅"
"11"	"埼玉県"	"与野駅"	"11-与野駅"	"表参道駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=与野駅+&tlatlon=&togid=&to=表参道駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=表参道駅"	"与野駅"
"11"	"埼玉県"	"与野駅"	"11-与野駅"	"渋谷駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=与野駅+&tlatlon=&togid=&to=渋谷駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=渋谷駅"	"与野駅"
"11"	"埼玉県"	"中浦和駅"	"11-中浦和駅"	"表参道駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=中浦和駅+&tlatlon=&togid=&to=表参道駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=表参道駅"	"中浦和駅"
"11"	"埼玉県"	"中浦和駅"	"11-中浦和駅"	"渋谷駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=中浦和駅+&tlatlon=&togid=&to=渋谷駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=渋谷駅"	"中浦和駅"
"11"	"埼玉県"	"丸山駅"	"11-丸山駅"	"表参道駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=丸山駅+&tlatlon=&togid=&to=表参道駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=表参道駅"	"丸山駅"
"11"	"埼玉県"	"丸山駅"	"11-丸山駅"	"渋谷駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=丸山駅+&tlatlon=&togid=&to=渋谷駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=渋谷駅"	"丸山駅"
"11"	"埼玉県"	"久喜駅"	"11-久喜駅"	"表参道駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=久喜駅+&tlatlon=&togid=&to=表参道駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=表参道駅"	"久喜駅"
"11"	"埼玉県"	"久喜駅"	"11-久喜駅"	"渋谷駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=久喜駅+&tlatlon=&togid=&to=渋谷駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=渋谷駅"	"久喜駅"
"11"	"埼玉県"	"今羽駅"	"11-今羽駅"	"表参道駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=今羽駅+&tlatlon=&togid=&to=表参道駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=表参道駅"	"今羽駅"
"11"	"埼玉県"	"今羽駅"	"11-今羽駅"	"渋谷駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=今羽駅+&tlatlon=&togid=&to=渋谷駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=渋谷駅"	"今羽駅"
"11"	"埼玉県"	"仏子駅"	"11-仏子駅"	"表参道駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=仏子駅+&tlatlon=&togid=&to=表参道駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=表参道駅"	"仏子駅"
"11"	"埼玉県"	"仏子駅"	"11-仏子駅"	"渋谷駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=仏子駅+&tlatlon=&togid=&to=渋谷駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=渋谷駅"	"仏子駅"
"11"	"埼玉県"	"伊奈中央駅"	"11-伊奈中央駅"	"表参道駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=伊奈中央駅+&tlatlon=&togid=&to=表参道駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=表参道駅"	"伊奈中央駅"
"11"	"埼玉県"	"伊奈中央駅"	"11-伊奈中央駅"	"渋谷駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=伊奈中央駅+&tlatlon=&togid=&to=渋谷駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=渋谷駅"	"伊奈中央駅"
"11"	"埼玉県"	"保谷駅"	"11-保谷駅"	"表参道駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=保谷駅+&tlatlon=&togid=&to=表参道駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=表参道駅"	"保谷駅"
"11"	"埼玉県"	"保谷駅"	"11-保谷駅"	"渋谷駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=保谷駅+&tlatlon=&togid=&to=渋谷駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=渋谷駅"	"保谷駅"
"11"	"埼玉県"	"元加治駅"	"11-元加治駅"	"表参道駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=元加治駅+&tlatlon=&togid=&to=表参道駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=表参道駅"	"元加治駅"
"11"	"埼玉県"	"元加治駅"	"11-元加治駅"	"渋谷駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=元加治駅+&tlatlon=&togid=&to=渋谷駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=渋谷駅"	"元加治駅"
"11"	"埼玉県"	"児玉駅"	"11-児玉駅"	"表参道駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=児玉駅+&tlatlon=&togid=&to=表参道駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=表参道駅"	"児玉駅"
"11"	"埼玉県"	"児玉駅"	"11-児玉駅"	"渋谷駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=児玉駅+&tlatlon=&togid=&to=渋谷駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=渋谷駅"	"児玉駅"
"11"	"埼玉県"	"入曽駅"	"11-入曽駅"	"表参道駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=入曽駅+&tlatlon=&togid=&to=表参道駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=表参道駅"	"入曽駅"
"11"	"埼玉県"	"入曽駅"	"11-入曽駅"	"渋谷駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=入曽駅+&tlatlon=&togid=&to=渋谷駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=渋谷駅"	"入曽駅"
"11"	"埼玉県"	"入間市駅"	"11-入間市駅"	"表参道駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=入間市駅+&tlatlon=&togid=&to=表参道駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=表参道駅"	"入間市駅"
"11"	"埼玉県"	"入間市駅"	"11-入間市駅"	"渋谷駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=入間市駅+&tlatlon=&togid=&to=渋谷駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=渋谷駅"	"入間市駅"
"11"	"埼玉県"	"八木崎駅"	"11-八木崎駅"	"表参道駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=八木崎駅+&tlatlon=&togid=&to=表参道駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=表参道駅"	"八木崎駅"
"11"	"埼玉県"	"八木崎駅"	"11-八木崎駅"	"渋谷駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=八木崎駅+&tlatlon=&togid=&to=渋谷駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=渋谷駅"	"八木崎駅"
"11"	"埼玉県"	"八潮駅"	"11-八潮駅"	"表参道駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=八潮駅+&tlatlon=&togid=&to=表参道駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=表参道駅"	"八潮駅"
"11"	"埼玉県"	"八潮駅"	"11-八潮駅"	"渋谷駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=八潮駅+&tlatlon=&togid=&to=渋谷駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=渋谷駅"	"八潮駅"
"11"	"埼玉県"	"六町駅"	"11-六町駅"	"表参道駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=六町駅+&tlatlon=&togid=&to=表参道駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=表参道駅"	"六町駅"
"11"	"埼玉県"	"六町駅"	"11-六町駅"	"渋谷駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=六町駅+&tlatlon=&togid=&to=渋谷駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=渋谷駅"	"六町駅"
"11"	"埼玉県"	"内宿駅"	"11-内宿駅"	"表参道駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=内宿駅+&tlatlon=&togid=&to=表参道駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=表参道駅"	"内宿駅"
"11"	"埼玉県"	"内宿駅"	"11-内宿駅"	"渋谷駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=内宿駅+&tlatlon=&togid=&to=渋谷駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=渋谷駅"	"内宿駅"
"11"	"埼玉県"	"加茂宮駅"	"11-加茂宮駅"	"表参道駅"	"https://transit.yahoo.co.jp/search/result?flatlon=&fromgid=&from=加茂宮駅+&tlatlon=&togid=&to=表参道駅&viacode=&via=&viacode=&via=&viacode=&via=&y=2021&m=07&d=01&hh=12&m2=0&m1=0&type=1&ticket=ic&expkind=1&ws=2&s=2&kw=表参道駅"	"加茂宮駅"
